X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-76.9937578770246,38.9215924980366,23189096,2023/11/19 04:07:45+00,MIDNIGHT,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2023/11/18 16:37:00+00,2023/11/18 17:56:00+00,431686316,
-77.0035080697927,38.9129761423694,23189278,2023/11/19 19:50:26+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1749 BLOCK OF 2ND STREET NE,399695.95,138344.9,5,5F,5,502,Cluster 21,008702 3,008702,Precinct 75,38.9129683517,-77.0035057844,,2023/11/18 23:47:00+00,2023/11/19 01:05:00+00,431686317,
-77.061962861259,38.9034302825765,23189397,2023/11/19 05:06:55+00,MIDNIGHT,GUN,ROBBERY,3100 - 3199 BLOCK OF SOUTH STREET NW,394625.56,137287.05,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.903422496,-77.0619605582,GEORGETOWN,2023/11/19 03:35:00+00,2023/11/20 03:45:00+00,431686318,
-77.0319541177905,38.9186563548503,23189612,2023/11/19 19:03:19+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229.1,138975.93,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9186485641,-77.0319518232,,2023/11/19 17:25:00+00,2023/11/19 17:51:00+00,431686319,
-77.0375897449057,38.9293337727203,23189811,2023/11/20 02:01:50+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3100 - 3145 BLOCK OF MOUNT PLEASANT STREET NW,396740.86,140161.4,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,38.92932598,-77.0375874479,,2023/11/19 22:45:00+00,2023/11/20 00:30:00+00,431686320,
-77.0524891122136,38.9252105993135,23189859,2023/11/20 03:56:18+00,EVENING,OTHERS,THEFT/OTHER,2650 - 2699 BLOCK OF CONNECTICUT AVENUE NW,395448.7,139704.33,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.925202808,-77.0524868108,,2023/11/20 02:54:00+00,2023/11/20 03:10:00+00,431686321,
-77.0430531728219,38.9196658692773,23189988,2023/11/20 14:46:24+00,DAY,OTHERS,THEFT/OTHER,1800 - 1881 BLOCK OF KALORAMA ROAD NW,396266.63,139088.39,1,1C,3,303,Cluster 1,004002 2,004002,Precinct 25,38.9196580787,-77.0430508747,,2023/11/19 14:30:00+00,2023/11/20 13:57:00+00,431686322,
-77.0144401028276,38.8746600837379,23190109,2023/11/20 18:18:45+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,398747.16300479,134091.609113868,6,6D,1,105,Cluster 9,011001 3,011001,Precinct 127,38.8746523013,-77.0144378163,,2023/11/20 03:30:00+00,2023/11/20 17:10:00+00,431686323,
-77.0442331518589,38.9079108976434,23190224,2023/11/21 00:21:00+00,EVENING,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,396163.67,137783.54,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9079031095,-77.0442308541,,2023/11/12 04:29:00+00,2023/11/12 06:22:00+00,431686324,
-76.9788134939702,38.8467868931685,23187888,2023/11/16 15:06:42+00,DAY,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF 18TH STREET SE,401839.36790366,130997.597430996,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8467791152,-76.9788112202,,2023/11/16 13:23:00+00,,431686360,
-76.9869179492268,38.8841118097032,23188607,2023/11/17 22:13:51+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF D STREET SE,401135.238207006,135140.804634841,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8841040245,-76.9869156707,,2023/11/17 20:04:00+00,2023/11/17 21:04:00+00,431686361,
-77.0132778020813,38.9148340406742,23189071,2023/11/18 16:49:10+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF SEATON PLACE NW,398848.67,138551.22,5,5E,3,308,Cluster 21,003302 1,003302,Precinct 19,38.91482625,-77.0132755135,,2023/11/18 15:24:00+00,2023/11/18 16:43:00+00,431686362,
-76.9869109005111,38.8828468125219,23189090,2023/11/18 17:00:42+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF E STREET SE,401135.869855007,135000.380250711,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8828390269,-76.9869086226,,2023/11/18 16:17:00+00,2023/11/18 16:51:00+00,431686363,
-76.9902447835603,38.8825534623579,23189110,2023/11/18 19:02:30+00,DAY,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825456773,-76.9902425041,,2023/11/18 17:16:00+00,2023/11/18 17:27:00+00,431686364,
-77.0425670809827,38.9037506489294,23189114,2023/11/18 18:18:32+00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF L STREET NW,396307.96,137321.65,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9037428616,-77.042564784,GOLDEN TRIANGLE,2023/11/18 17:16:00+00,,431686365,
-77.0044750015471,38.9056514238785,23189460,2023/11/19 09:06:21+00,MIDNIGHT,OTHERS,THEFT F/AUTO,100 - 208 BLOCK OF M STREET NE,399612.05,137531.8,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9056436347,-77.0044727163,NOMA,2023/11/19 07:49:00+00,2023/11/19 08:14:00+00,431686366,
-77.0700241432497,38.9553696493056,23189737,2023/11/19 23:17:55+00,EVENING,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,393930.75,143053.27,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,38.9553618526,-77.0700218345,,2023/11/19 22:48:00+00,2023/11/19 22:55:00+00,431686367,
-76.977769114396,38.8463162663716,23189891,2023/11/20 11:11:37+00,MIDNIGHT,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF SAVANNAH STREET SE,401930.041663744,130945.376054948,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8463084878,-76.9777668415,,2023/11/20 04:58:00+00,2023/11/20 05:55:00+00,431686368,
-76.917098554673,38.8944844730666,23190063,2023/11/20 17:27:59+00,DAY,OTHERS,THEFT F/AUTO,5800 - 5899 BLOCK OF DIX STREET NE,407191.943364627,136295.435003913,7,7C,6,608,Cluster 31,007808 2,007808,Precinct 96,38.8944766829,-76.9170962977,,2023/11/20 13:30:00+00,2023/11/20 15:00:00+00,431686369,
-77.0114137043492,38.8729672978051,23182700,2023/11/07 00:12:45+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,34 - 99 BLOCK OF O STREET SW,399009.754173034,133903.659993693,6,6D,1,105,Cluster 9,006400 1,006400,Precinct 127,38.8729595154,-77.0114114192,,2023/11/06 22:59:00+00,2023/11/06 23:45:00+00,431686373,
-77.0371848470225,38.9335806893301,23183061,2023/11/07 20:01:26+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1640 BLOCK OF NEWTON STREET NW,396776.16,140632.83,1,1D,3,302,Cluster 2,002703 1,002703,Precinct 40,38.9335728958,-77.0371825499,,2023/10/30 18:00:00+00,2023/10/31 17:30:00+00,431686374,
-77.0219174901236,38.9003493873766,23184766,2023/11/10 18:39:23+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 7TH STREET NW,398099,136943.45,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.9003415999,-77.0219151997,DOWNTOWN,2023/11/02 20:45:00+00,2023/11/02 22:30:00+00,431686375,
-77.0394669699507,38.9210151417328,23185449,2023/11/12 02:15:21+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1730 BLOCK OF KALORAMA ROAD NW,396577.69,139238.03,1,1C,3,303,Cluster 1,003801 2,003801,Precinct 24,38.9210073508,-77.0394646728,,2023/11/07 06:00:00+00,2023/11/07 15:30:00+00,431686376,
-76.9699706861324,38.8563515752984,23186190,2023/11/13 13:21:44+00,DAY,OTHERS,BURGLARY,2483 - 2499 BLOCK OF ALABAMA AVENUE SE,402606.65,132059.56,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,38.8563437948,-76.9699684146,,2023/11/10 11:00:00+00,2023/11/10 11:05:00+00,431686377,
-76.9937578770246,38.9215924980366,23186350,2023/11/13 18:29:08+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2023/11/13 15:41:00+00,,431686378,
-77.0799396241634,38.9483648501849,23186964,2023/11/14 20:36:14+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2023/11/14 19:32:00+00,2023/11/14 19:34:00+00,431686379,
-77.0327321588336,38.9295246790098,23187374,2023/11/15 16:20:18+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2023/11/15 14:49:00+00,2023/11/15 15:30:00+00,431686380,
-76.9684862307351,38.8604267759797,23187420,2023/11/15 17:40:09+00,DAY,OTHERS,THEFT/OTHER,2509 - 2720 BLOCK OF GOOD HOPE ROAD SE,402735.34,132511.98,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,38.8604189946,-76.9684839594,,2023/11/15 16:34:00+00,2023/11/15 16:38:00+00,431686381,
-77.020913643397,38.8961385218792,23188100,2023/11/16 21:34:57+00,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF E STREET NW,398185.97,136475.99,2,2C,1,102,Cluster 8,005801 1,005801,Precinct 143,38.8961307352,-77.0209113536,DOWNTOWN,2023/11/13 00:40:00+00,2023/11/13 04:30:00+00,431686382,
-76.9878532256415,38.9017617916949,23188838,2023/11/18 04:28:48+00,MIDNIGHT,OTHERS,ROBBERY,1300 - 1329 BLOCK OF FLORIDA AVENUE NE,401053.83,137100.08,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9017540027,-76.9878509458,,2023/11/18 02:30:00+00,2023/11/18 04:28:00+00,431686383,
-76.999528248288,38.9168806771782,23189548,2023/11/19 15:45:00+00,DAY,OTHERS,THEFT/OTHER,1900 - 2099 BLOCK OF 5TH STREET NE,400041.11,138778.33,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9168728856,-76.9995259639,,2023/11/19 13:52:00+00,2023/11/19 15:42:00+00,431686384,
-77.0588789953229,38.9362028291005,23187574,2023/11/16 03:35:41+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,,,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2023/11/15 21:54:00+00,2023/11/15 22:30:00+00,431686462,
-76.9955664514506,38.9002116400291,23175749,2023/10/26 01:35:55+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,700 - 799 BLOCK OF H STREET NE,400384.78,136927.94,6,6A,1,104,Cluster 25,008302 2,008302,Precinct 83,38.9002038516,-76.9955641693,,2023/10/25 17:42:00+00,2023/10/25 21:28:00+00,431686540,
-76.9937254507961,38.9126674010263,23175766,2023/10/25 19:04:29+00,EVENING,OTHERS,THEFT F/AUTO,400 - 1229 BLOCK OF NEW YORK AVENUE NE,400544.38,138310.64,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.91265961,-76.9937231684,,2023/10/21 23:30:00+00,2023/10/22 13:00:00+00,431686541,
-76.9798897354709,38.8689094590668,23424091,2023/10/23 01:02:03+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF MINNESOTA AVENUE SE,401745.4,133453.34,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8689016764,-76.9798874601,,2023/08/18 19:45:00+00,2023/08/18 19:46:00+00,431686646,
-76.9949640319485,38.8995631037528,23424166,2023/10/29 19:22:25+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 8TH STREET NE,400437.04,136855.95,6,6A,1,104,Cluster 25,008302 2,008302,Precinct 83,38.8995553155,-76.99496175,,2023/09/12 17:56:00+00,2023/09/12 19:07:00+00,431686647,
-76.9926461490199,38.895459400679,23424230,2023/11/02 13:02:42+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 10TH STREET NE,400638.14,136400.42,6,6A,1,108,Cluster 25,008100 1,008100,Precinct 85,38.8954516131,-76.9926438681,,2023/09/13 20:30:00+00,2023/09/13 22:47:00+00,431686648,
-77.0189311767671,38.9145510302231,23174182,2023/10/22 21:25:52+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1838 BLOCK OF 5TH STREET NW,398358.37,138519.89,2,2G,3,306,Cluster 3,004801 2,004801,Precinct 21,38.9145432398,-77.0189288864,,2023/10/22 04:05:00+00,2023/10/22 05:30:00+00,431686692,
-77.0189306812491,38.9031285375296,23174270,2023/10/23 00:25:47+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1089 BLOCK OF 5TH STREET NW,398358.15,137251.9,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 1,38.9031207494,-77.0189283916,MOUNT VERNON TRIANGLE CID,2023/10/22 23:15:00+00,2023/10/23 00:25:00+00,431686693,
-77.0318158865112,38.9306080012935,23178262,2023/10/30 03:57:12+00,MIDNIGHT,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2023/10/30 02:02:00+00,2023/10/30 03:05:00+00,431686743,
-77.0332566388807,38.9096593644672,23178612,2023/10/31 10:10:55+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2023/10/30 18:31:00+00,2023/10/30 18:58:00+00,431686744,
-76.9725887191256,38.8561355665655,23178631,2023/10/30 20:00:25+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,2700 - 2899 BLOCK OF LANGSTON PLACE SE,402379.42,132035.51,8,8B,7,702,Cluster 36,007502 1,007502,Precinct 134,38.8561277862,-76.9725864468,,2023/10/30 18:30:00+00,2023/10/30 18:36:00+00,431686745,
-77.0343126177599,38.9342778197422,23189714,2023/11/19 22:32:57+00,EVENING,OTHERS,THEFT/OTHER,1401 - 1499 BLOCK OF OAK STREET NW,397025.22,140710.12,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9342700259,-77.0343103214,,2023/11/15 02:30:00+00,2023/11/19 22:31:00+00,431686771,
-76.9830636626767,38.8645949292576,23189814,2023/11/20 03:26:59+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF V STREET SE,401470.050239317,132974.339608831,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,38.8645871477,-76.9830613861,,2023/11/20 00:51:00+00,2023/11/20 01:50:00+00,431686772,
-76.9343783510489,38.9106759559679,23190075,2023/11/20 17:13:50+00,DAY,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF QUARLES STREET NE,405691.62,138091.6,7,7C,6,602,Cluster 31,009601 1,009601,Precinct 92,38.9106681632,-76.9343760873,,2023/11/18 23:00:00+00,2023/11/20 16:00:00+00,431686773,
-77.0679290197588,38.9517627119634,23178553,2023/10/30 17:09:20+00,DAY,OTHERS,THEFT F/AUTO,4707 - 4799 BLOCK OF CONNECTICUT AVENUE NW,394112.05,142652.73,3,3F,2,203,Cluster 12,001301 4,001301,Precinct 138,38.9517549159,-77.0679267119,,2023/10/30 16:07:00+00,,431687114,
-76.9706424969345,38.865285037769,23173793,2023/10/22 07:12:05+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2516 - 2598 BLOCK OF NAYLOR ROAD SE,402548.02,133051.22,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8652772555,-76.9706402247,,2023/10/22 02:45:00+00,2023/10/22 03:26:00+00,431687123,
-77.0416784728471,38.9081459639008,23173819,2023/10/22 04:40:33+00,MIDNIGHT,OTHERS,ROBBERY,1300 - 1399 BLOCK OF 18TH STREET NW,396385.26,137809.53,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9081381756,-77.0416761758,GOLDEN TRIANGLE,2023/10/22 03:53:00+00,2023/10/22 03:55:00+00,431687124,
-76.9973564172963,38.829210430464,23173920,2023/10/22 08:57:19+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,600 - 718 BLOCK OF CHESAPEAKE STREET SE,400229.74,129046.28,8,8E,7,706,Cluster 39,009802 2,009802,Precinct 125,38.8292026565,-76.9973541389,,2023/10/22 07:01:00+00,,431687125,
-77.0241089629733,38.9397720092409,23175016,2023/10/24 16:44:34+00,DAY,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF SHEPHERD STREET NW,397910.06,141319.74,4,4C,4,407,Cluster 18,002400 4,002400,Precinct 45,38.9397642139,-77.0241066695,,2023/10/15 19:00:00+00,2023/10/19 22:00:00+00,431687126,
-77.0436092614514,38.9099352176321,23175083,2023/10/24 15:51:30+00,DAY,OTHERS,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,005502 1,005502,Precinct 14,38.9099274291,-77.0436069637,DUPONT CIRCLE,2023/10/24 15:06:00+00,2023/10/24 15:09:00+00,431687127,
-76.9935649237366,38.8388123113386,23175374,2023/10/25 02:46:22+00,EVENING,GUN,ROBBERY,WHEELER ROAD SE AND MISSISSIPPI AVENUE SE,400558.87999847,130112.17000618,8,8C,7,705,Cluster 39,007304 4,007304,Precinct 120,38.8388045353,-76.9935626459,,2023/10/24 23:27:00+00,2023/10/25 02:19:00+00,431687128,
-77.0249901524051,38.9175661519753,23175537,2023/10/25 12:31:51+00,DAY,GUN,ROBBERY,2000 - 2099 BLOCK OF VERMONT AVENUE NW,397832.99,138854.72,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 137,38.9175583612,-77.02498786,,2023/10/25 10:20:00+00,2023/10/25 10:25:00+00,431687129,
-77.0209147100413,38.902528512905,23175544,2023/10/25 11:55:50+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 18,38.902520725,-77.0209124198,DOWNTOWN,2023/10/25 02:00:00+00,2023/10/25 05:30:00+00,431687130,
-77.032344107824,38.9054458755201,23175551,2023/10/25 13:17:15+00,DAY,OTHERS,THEFT/OTHER,1 - 1 BLOCK OF THOMAS CIRCLE NW,397194.76,137509.47,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9054380874,-77.0323418139,DOWNTOWN,2023/10/25 11:32:00+00,2023/10/25 12:40:00+00,431687131,
-76.9192436524649,38.8877129815831,23176560,2023/10/27 01:40:02+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 149 BLOCK OF 57TH PLACE SE,407006.52,135543.58,7,7C,6,604,Cluster 33,009903 1,009903,Precinct 105,38.8877051929,-76.9192413948,,2023/10/27 00:02:00+00,2023/10/27 00:32:00+00,431687132,
-77.0547081704328,38.9025373934311,23176784,2023/10/27 16:44:35+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2500 - 2699 BLOCK OF K STREET NW,395254.77,137187.53,2,2A,2,207,Cluster 5,005601 2,005601,Precinct 4,38.9025296068,-77.0547058697,,2023/10/26 21:00:00+00,2023/10/26 21:20:00+00,431687133,
-77.0105987672612,38.9162723149401,23176931,2023/10/27 18:33:54+00,DAY,OTHERS,BURGLARY,1 - 99 BLOCK OF RHODE ISLAND AVENUE NW,399081.03,138710.85,5,5E,3,306,Cluster 21,003301 2,003301,Precinct 135,38.9162645239,-77.0105964794,,2023/10/27 17:57:00+00,2023/10/27 18:10:00+00,431687134,
-77.0005680885995,38.8280376464563,23178939,2023/10/31 06:13:32+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4200 - 4351 BLOCK OF 4TH STREET SE,399950.87,128916.09,8,8D,7,708,Cluster 39,009811 1,009811,Precinct 125,38.8280298728,-77.0005658093,,2023/10/31 05:26:00+00,2023/10/31 06:13:00+00,431687135,
-77.0588789953229,38.9362028291005,23179809,2023/11/01 19:36:12+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2023/11/01 19:15:00+00,2023/11/01 19:22:00+00,431687136,
-76.9931835027798,38.862260529757,23180139,2023/11/02 12:16:43+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,2400 - 2500 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400591.8,132715.09,8,8A,7,703,Cluster 37,007407 2,007407,Precinct 119,38.8622527489,-76.9931812237,ANACOSTIA,2023/11/02 09:23:00+00,2023/11/02 10:46:00+00,431687137,
-76.9681633750312,38.9345985865945,23180719,2023/11/03 14:12:36+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3600 - 3699 BLOCK OF 28TH STREET NE,402760.49,140745.65,5,5B,5,503,Cluster 24,009400 3,009400,Precinct 69,38.9345907902,-76.9681610993,,2023/11/02 23:00:00+00,2023/11/03 13:50:00+00,431687138,
-76.9968159994216,38.8458661507057,23180890,2023/11/03 19:54:18+00,EVENING,OTHERS,THEFT F/AUTO,2900 - 2918 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400276.6,130895.18,8,8C,7,707,Cluster 39,010400 3,010400,Precinct 123,38.8458583733,-76.9968137202,,2023/11/03 19:22:00+00,2023/11/03 19:36:00+00,431687139,
-77.0488082397309,38.9068437484872,23181301,2023/11/04 12:51:36+00,DAY,OTHERS,THEFT/OTHER,1250 - 1299 BLOCK OF 22ND STREET NW,395766.79,137665.28,2,2B,2,208,Cluster 5,005501 1,005501,Precinct 4,38.9068359607,-77.0488059406,,2023/10/28 17:00:00+00,2023/10/28 21:00:00+00,431687140,
-77.0087818923084,38.9493415959037,23181321,2023/11/04 13:11:10+00,DAY,OTHERS,THEFT F/AUTO,4700 - 4949 BLOCK OF NORTH CAPITOL STREET,399238.95,142381.81,5,5A,,,Cluster 19,009510 1,009510,Precinct 44,38.9493337981,-77.008779603,,2023/11/04 12:34:00+00,2023/11/04 13:11:00+00,431687141,
-77.068167190133,38.9162337235197,23181662,2023/11/05 02:53:51+00,EVENING,OTHERS,THEFT/OTHER,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,394088.46,138708.72,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9162259346,-77.0681648844,,2023/11/05 02:00:00+00,2023/11/05 02:05:00+00,431687142,
-77.0257698103631,38.8809941962927,23181721,2023/11/05 05:37:37+00,MIDNIGHT,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF MAINE AVENUE SW,397764.23,134794.96,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8809864129,-77.02576752,SOUTHWEST,2023/11/05 04:10:00+00,2023/11/05 05:46:00+00,431687143,
-77.0242089827079,38.9180764582471,23181988,2023/11/05 18:19:58+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 913 BLOCK OF FLORIDA AVENUE NW,397900.75,138911.35,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 137,38.9180686673,-77.0242066905,,2023/11/05 17:47:00+00,2023/11/05 18:20:00+00,431687144,
-77.0075274401468,38.943800058466,23182961,2023/11/07 17:03:13+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF CLERMONT DRIVE NE,399347.64,141766.64,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,38.9437922617,-77.0075251516,,2023/11/07 14:52:00+00,2023/11/07 16:15:00+00,431687145,
-76.9917697470644,38.9051855782262,23183105,2023/11/07 20:47:58+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF WEST VIRGINIA AVENUE NE,400714.07,137480.11,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9051777887,-76.9917674658,,2023/11/07 19:58:00+00,,431687146,
-76.9943300520729,38.9045237967499,23185355,2023/11/11 20:47:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF FLORIDA AVENUE NE,400492,137406.63,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9045160074,-76.99432777,,2023/11/11 13:40:00+00,2023/11/11 19:55:00+00,431687147,
-76.9522169468627,38.8647818673554,23185595,2023/11/12 09:33:28+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,2000 - 2098 BLOCK OF 38TH STREET SE,404147.13,132996.04,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.8647740845,-76.9522146804,,2023/11/12 06:25:00+00,2023/11/12 09:10:00+00,431687148,
-76.9699832359645,38.8580616212564,23185781,2023/11/13 02:15:24+00,EVENING,OTHERS,THEFT/OTHER,2400 - 2501 BLOCK OF 25TH STREET SE,402605.498272371,132249.386968158,8,8B,7,701,Cluster 36,007502 1,007502,Precinct 134,38.8580538401,-76.9699809646,,2023/10/13 17:01:00+00,,431687149,
-77.0308027941396,38.8961220093806,23186201,2023/11/13 14:12:40+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,397328.1,136474.4,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,38.8961142231,-77.0308005012,DOWNTOWN,2023/11/13 03:00:00+00,2023/11/13 11:00:00+00,431687150,
-77.0084035791128,38.9245268233525,23186276,2023/11/13 16:24:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF EVARTS STREET NE,399271.49,139627.15,5,5E,5,502,Cluster 21,009203 1,009203,Precinct 135,38.9245190305,-77.0084012915,,2023/11/12 21:20:00+00,2023/11/12 21:40:00+00,431687151,
-76.9676393440692,38.8594853442807,23187956,2023/11/16 18:46:42+00,DAY,OTHERS,ROBBERY,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,402808.88,132407.5,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8594775631,-76.9676370731,,2023/11/16 16:00:00+00,2023/11/16 16:10:00+00,431687152,
-77.0248295700968,38.9392216317353,23424101,2023/10/24 14:42:10+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF GEORGIA AVENUE NW,397847.57,141258.66,4,4C,4,407,Cluster 18,002400 4,002400,Precinct 45,38.9392138366,-77.0248272764,,2023/10/17 10:30:00+00,2023/10/17 11:30:00+00,431687178,
